sentence,language
Il messaggio è piuttosto chiaro.,Italian
ただし、リビングのおかに2つおへやはあるんですが、１つはややせまいです。,Japanese
لدي التواء الرسغ.,Arabic
Minha irmã é enfermeira.,Portugese
ぎゅうにゅうはなんぼん？,Japanese
"Der aufregendste Heureka-Moment, den ich hatte, war, als mir klar wurde, dass die Anweisungen auf Lebensmittelverpackungen nur Richtlinien waren.",German
Wir sind aufs Land gefahren.,German
إجابة غامضة,Arabic
টেবুলৰ তলত কি আছিল তাক এবাৰ চালে আৰু তাৰ পৰা নৰকটো নোপ কৰিলে।,Assamese
Зашибись.,Russian
Ce l'ho già.,Italian
Sie dankt dem Kellner.,German
Il est censé pleuvoir demain,French
Это трудно.,Russian
The game started at 6:00.,English
하세요,Korean
はい、あいにく海が見える部屋でのきんえんのツインルームは...,Japanese
Эта девушка рабóтает в моей лаборатóрии.,Russian
"من أجل زيادة المبيعات، قمنا بعمل تلك الإعلانات الجديدة.",Arabic
It is cloudy and cool.,English
"Ik ging naar Berlijn voor een zakenreis, om deel te nemen aan teambuilding en training, dus niets ernstigs.",Dutch
Ne voglio uno per favore.,Italian
Che bella sorpresa!,Italian
تميل إلى,Arabic
잠시만요,Korean
তার মন ফুঁসে উঠল যে মহাকাশ ছাড়া মহাকাশে কিছুই নেই।,Bengali
Où est la poubelle?,French
Die Lieblingsbeschäftigung meines Onkels war das Bauen von Autos aus Nudeln.,German
"Die Schönheit des afrikanischen Sonnenuntergangs verbarg die Gefahr, die in der Nähe lauerte.",German
Essaie de le dire,French
S'il te plaît dis-moi,French
ਗੀਤ ਦੇ ਬੋਲ ਚਾਕਬੋਰਡ 'ਤੇ ਨਹੁੰਆਂ ਵਾਂਗ ਵੱਜਦੇ ਸਨ।,Punjabi
Ik reken de koffie af.,Dutch
강의가 지루해서 꾸벅꾸벅 졸고 있어요.,Korean
"Una tavola per uno, grazie.",Italian
"Ja, er waren veel studenten.",Dutch
Il treno per Milano ci mette due ore. I treni per Firenze ci mettono un'ora.,Italian
"Não, não é",Portugese
ਇੱਕ ਬਾਂਦਰ ਦੇ ਮਰਨ 'ਤੇ ਉਸਨੂੰ ਅਨੰਤ ਕੇਲੇ ਦੇਣ ਦਾ ਵਾਅਦਾ ਕਰਕੇ ਤੁਹਾਨੂੰ ਕੇਲਾ ਦੇਣ ਲਈ ਮਨਾਉਣਾ ਸੰਭਵ ਨਹੀਂ ਹੈ।,Punjabi
"Vreau o girafă, dar sunt o broască țestoasă care mănâncă vafe.",Romanian
Τέλεια,Greek
তিনি সতর্কবার্তায় মনোযোগ দেননি এবং এটি আশ্চর্যজনকভাবে ভাল হয়ে উঠেছে।,Bengali
পুতলাটোৱে সজীৱ হোৱাৰ আশাত বৃত্তৰ দৰে ঘূৰি ঘূৰি ফুৰিছিল।,Assamese
Le livre est sur la table,French
Você é estudante?,Portugese
Мы забыли.,Russian
De marktkoopman gaf me een kilo mooie tomaten,Dutch
Kijk jij vanavond ook naar die film?,Dutch
ちょっとたのみがあるんだが、いいかな。,Japanese
你想现在做什么?,Mandarin
انا محتار,Arabic
Adevărul în reclamă și dinozaurii cu skateboard-uri au multe în comun.,Romanian
Vorrei che lui si unisse a me.,Italian
Je suis à genoux.,French
J'ai soif,French
Shakespeare a fost un celebru mecanic diesel din secolul al XVII-lea.,Romanian
"মই পাৰ্টিৰ জন্তু নহয়, কিন্তু জীৱ-জন্তুৰ পাৰ্টি ভাল পাওঁ।",Assamese
আজৰি সময়ত আৱৰ্জনা তুলি লৈ ওচৰ-চুবুৰীয়াৰ চোতালত পেলাই দিছিল।,Assamese
Я слепой.,Russian
어떻게 찾았어요?,Korean
Quantos anos ela tem?,Portugese
Dumnealui este un profesor,Romanian
তিনি বিরক্ত ছিলেন যে তিনি লেমনেড এবং লাইমেডের মধ্যে পার্থক্য বলতে পারেননি।,Bengali
Sarebbe stato possibile.,Italian
"Când șoferii intrau și ieșeau din trafic, ea nu se putea gândi decât la cei care aveau nevoie de un transplant.",Romanian
তার পছন্দের সুবাস ছিল তাজা রসুন।,Bengali
"Ich hatte Arzt werden wollen, bevor ich an der Uni war.",German
Sei stato tu a rompere il vaso? Ma no!,Italian
من المتصل من فضلك,Arabic
ਲਹਿਰਾਂ ਕੰਢੇ 'ਤੇ ਟਕਰਾ ਰਹੀਆਂ ਸਨ; ਇਹ ਇੱਕ ਸੁੰਦਰ ਦ੍ਰਿਸ਼ ਸੀ।,Punjabi
"Welke taal spreek je? Ik kan Engels, Japans, Nederlands spreken.",Dutch
"Они́ сейчáс отдыхáют на их дáче. Это их фотогрáфия. Это роди́тели, а это сын.",Russian
Làm ơn cười vì tôi!,Vietnamese
"Ich weiß, dass er nicht wird mitkommen wollen.",German
Statt Junggesellenabschied,German
Estou atrasado?,Portugese
Tan an se pa trivial - li enpòtan espesyalman lè w ap kanpe nan li.,Haitian Creole
저희하고 공부하는 거 좋아해요?,Korean
Der beste Teil der Ehe sind Tiercracker mit Erdnussbutter.,German
Je suis ici pour affaires,French
যদি আমার ক্যালকুলেটরের একটি ইতিহাস থাকে তবে এটি আমার ব্রাউজার ইতিহাসের চেয়ে বেশি বিব্রতকর হবে।,Bengali
Σηκώνομαι τώρα.,Greek
那你等等，我上楼去给你拿把伞。,Mandarin
かたにつくぐらいでおねがいします。,Japanese
"Is Karin ook aanwezig? Nee, Karin is aan het lunchen.",Dutch
"لذلك، هذا الكارت الخاص بى.",Arabic
Попробуйте это.,Russian
সাগৰখন শসাৰ ৰসেৰে ভৰি থাকিলে মই আনন্দিত হ’ম।,Assamese
তাই যিদৰে বিচাৰে জীৱনটো জীয়াই থাকিব পাৰে যেতিয়ালৈকে তাই মোৰ ক’বলগীয়া কথাবোৰ শুনি থাকে।,Assamese
私はきのう先生にお会いしました。,Japanese
Ustedes venía el programa.,Spanish
"Li travay de travay pou fè bout; omwen, se te rezon li pou li pat gen tan pou l rantre nan nou.",Haitian Creole
C'est faux,French
"খং কৰাৰ সম্পূৰ্ণ অধিকাৰ আছে, কিন্তু সেইটোৱে আপোনাক নীচ হোৱাৰ অধিকাৰ নিদিয়ে।",Assamese
Non può costare così tanto.,Italian
"Er war so damit beschäftigt, ob er es konnte oder nicht, dass er nicht innehielt, um zu überlegen, ob er es tun sollte.",German
Sua mãe está em casa. Ele está na escola,Portugese
8 % von 25 sind dasselbe wie 25 % von 8 und einer davon ist viel einfacher im Kopf zu machen.,German
"Es wurde empfohlen, am Donnerstag für die Chorprobe Eier zu essen.",German
Quel temps fera-t-il demain ?,French
তিনিবাৰ ঘূৰিলে বিষাদ অনুভৱ কৰিবলৈ আৰম্ভ কৰিব।,Assamese
Μας αρέσει να ακούμε μουσική.,Greek
えっと、まんなかより左がわでおねがいします。,Japanese
We kunnen niet veel werk doen omdat de wifi-verbinding weg is.,Dutch
Jim fuhr gern mit eingeschaltetem Warnblinklicht durch die Stadt.,German
বেচেলৰেট পাৰ্টিৰ সলনি,Assamese
ਉਸਨੇ ਮੇਜ਼ ਦੇ ਹੇਠਾਂ ਕੀ ਸੀ ਉਸ ਵੱਲ ਇੱਕ ਨਜ਼ਰ ਮਾਰੀ ਅਤੇ ਨਰਕ ਨੂੰ ਉਥੋਂ ਬਾਹਰ ਕੱਢ ਦਿੱਤਾ।,Punjabi
Derrière la banque,French
Ero appena tornata quando mi hai chiamato.,Italian
Je hoord dat geluid.,Dutch
Est-ce que tu as pris tes médicaments ?,French
ਡੋਨਟਸ ਨੂੰ ਗਲੇਜ਼ ਕਰਨਾ ਮੇਰੀ ਜ਼ਿੰਮੇਵਾਰੀ ਕਦੇ ਨਹੀਂ ਰਹੀ।,Punjabi
さっき、そちらでランチをしたんですけど、マフラーをおいてきてしまったようで。,Japanese
Het betekent dat,Dutch
Santé,French
Où es-tu ?,French
私はお父さんに昔の話をしてほしくないです。,Japanese
Je reviendrai plus tard,French
أنا متواجد لإجراء مقابلة في أي وقت في الأسابيع القليلة القادمة. يمكنكم الاتصال بي على رقم 4246,Arabic
ষ্টপ চাইনখন গ’ চাইনলৈ ঘূৰি অহালৈ সি অপেক্ষা কৰিলে।,Assamese
Целься. Огонь!,Russian
Non devi pagare in contanti.,Italian
"By that date, Ernesto and you will have received many offers.",English
দুখন আসন খালী আছিল।,Assamese
فى اخر لحظة,Arabic
Я смелый.,Russian
Ik zal de bloemen in een vaas zetten,Dutch
Mwen kontan anpil pou mwen la avèk ou.,Haitian Creole
মাছ হোৱাতকৈ চৰাই হোৱাটোৱেই ভাল পাম।,Assamese
Combien d'heures par semaine est-ce que tu travailles ?,French
ਪਿਤਾ ਨੇ 2-ਦਿਨ ਦੀ ਸੜਕ ਯਾਤਰਾ ਦੀ ਸ਼ੁਰੂਆਤ ਵਿੱਚ ਹਰੇਕ ਬੱਚੇ ਨੂੰ ਇੱਕ ਰੋਡਮੈਪ ਦਿੱਤਾ ਅਤੇ ਸਮਝਾਇਆ ਕਿ ਇਹ ਇਸ ਲਈ ਸੀ ਤਾਂ ਜੋ ਉਹ ਆਪਣੇ ਘਰ ਦਾ ਰਸਤਾ ਲੱਭ ਸਕਣ।,Punjabi
"যদিও সেইটো সোণৰ পাত্ৰ নাছিল, তথাপিও নেন্সীয়ে ৰামধেনুৰ শেষত যি পাইছিল তাক দেখি মোহিত হৈ পৰিছিল।",Assamese
Моя подруга отдыхает в той стране.,Russian
"A fost tristă să audă că licuricii se confruntă cu dispariția din cauza luminii artificiale, a pierderii habitatului și a pesticidelor.",Romanian
Mennyi vizet iszol?,Hungarian
Bạn thật tốt bụng,Vietnamese
"Lacrimile unui clovn îmi fac rujul să curgă, dar șapca de duș este încă intactă.",Romanian
Non posso credere che tu abbia vissuto qui quest'estate.,Italian
Qual é a cor do seu carro?,Portugese
Chak manadjè ta dwe kapab resite omwen dis rime pepinyè bak.,Haitian Creole
"Scusate, sapete che ora è?",Italian
A nagymamám töltött káposztája finom.,Hungarian
চকোলেট পুডিং এর গভীরতায় সুখ পাওয়া যায়।,Bengali
Hotărâse să-și accepte soarta de a-și accepta soarta.,Romanian
গান আঁকতে পারার দান ছিল তার।,Bengali
kun je het deksel openen?,Dutch
Argomenti che riempiono il cuore e svuotano i portafogli.,Italian
Seu trabalho é interessante?,Portugese
"শহরে সাদা আউট অবস্থা ছিল; পরবর্তীকালে, রাস্তাগুলি চলাচলের অনুপযোগী ছিল।",Bengali
我觉得这个电影有点无聊,Mandarin
Vorrei che questa notte non finisse mai.,Italian
Увидим.,Russian
ਭੀੜ ਹੋਰ ਮੈਮਜ਼ ਲਈ ਚੀਕਦੀ ਹੈ ਅਤੇ ਚੀਕਦੀ ਹੈ।,Punjabi
"Er war bereit, die Tiefen des Kaninchenbaus zu finden, um bei ihr zu sein.",German
Siamo andati in vacanza.,Italian
A csirkepaprikás finom.,Hungarian
パンやくだものもたべたほうがいいですよ。,Japanese
মানুহে কুকুৰা খোৱা আৰু মানুহ খোৱা কুকুৰাৰ মাজত পাৰ্থক্য জানিলে ইংৰাজীত ভাল।,Assamese
একাধিক জটিলতা এবং তার কাছাকাছি মৃত্যুর অভিজ্ঞতা সত্ত্বেও,Bengali
Vì sao bạn không để anh ấy đi?,Vietnamese
Effettivamente siamo solo noi tre.,Italian
"Sie hatte ihren Kaffee nicht getrunken, und das machte die Sache nur noch schlimmer.",German
Stai buono per un momento!,Italian
ਅੱਜ ਉਹ ਦਿਨ ਹੈ ਜਦੋਂ ਮੈਨੂੰ ਪਤਾ ਲੱਗੇਗਾ ਕਿ ਇੱਟ ਦਾ ਸਵਾਦ ਕਿਹੋ ਜਿਹਾ ਹੁੰਦਾ ਹੈ।,Punjabi
"لو أنني كنت معلماً، كنت سوف..",Arabic
이거보다 더 커요.,Korean
আমার পরিচিত কেউ সম্প্রতি ম্যাপেল সিরাপ এবং মাখনযুক্ত পপকর্নকে একত্রিত করেছে ভেবে এটি ক্যারামেল পপকর্নের মতো স্বাদ পাবে। এটি হয়নি এবং তারা অন্য কাউকে এটি করার পরামর্শও দেয় না।,Bengali
ঘুরে বেড়ানো সব মানুষ হারিয়ে যায় না।,Bengali
Tout est prêt,French
"Mwen konfonn: lè moun mande m 'sa ki pase, epi mwen montre, yo plenn.",Haitian Creole
다 먹고 세 개 남았어요.,Korean
Koulè wouj violèt se pi bon vil nan forè a.,Haitian Creole
Did you think it was a beautiful house?,Dutch
Мария бежала.,Russian
Où vas-tu ?,French
أنا لستُ متأكداً.,Arabic
গ্ৱেনে তাইৰ নতুন নখৰ বিচনাখনত এতিয়ালৈকে সৰ্বোত্তম টোপনি পাইছিল।,Assamese
Die kleinen weißen Bojen markierten die Position von Hunderten von Krabbenreusen.,German
Elle est notre enfant.,French
Não está ventando hoje,Portugese
"ਉਸ ਸਮੇਂ ਉਹ ਸੰਗੀਤ ਨਹੀਂ ਸੁਣ ਰਿਹਾ ਸੀ, ਉਹ ਇੱਕ ਅਨੁਭਵ ਜੀ ਰਿਹਾ ਸੀ।",Punjabi
মার্থা উপসংহারে এসেছিলেন যে ঝাঁকুনি ওজন যে কোনও অনুষ্ঠানের জন্য একটি দুর্দান্ত উপহার।,Bengali
Over welke dingen heb je het?,Dutch
جميع المتحدثين كانوا متفائلين للغاية.,Arabic
先生はとても親切だそうです。,Japanese
Il tempo è scaduto!,Italian
Zullen we een niewe katje nemen?,Dutch
Il tempo brutto...,Italian
"Mwen vle yon jiraf, men mwen se yon tòti k ap manje gofr.",Haitian Creole
কি ৰেকৰ্ড কৰা হৈছে চাবলৈ তেওঁ পুনৰ ভিডিঅ’টোলৈ গৈছিল আৰু যি দেখিছিল তাক দেখি স্তম্ভিত হৈ পৰিছিল।,Assamese
সি আণ্ডাৰৱেৰটো পৰিপাটি সৰু সৰু টোপোলাত ভাঁজ কৰি থৈ যোৱাৰ বাবে তাই আপ্লুত হ’ব নে চিন্তিত হ’ব সেয়া তাই নিশ্চিত নাছিল।,Assamese
Je te donnerai un coup de fil,French
S'il vous plaît parlez anglais,French
বিমূর্ততা প্রায়শই আপনার উপরে এক তলা।,Bengali
